# Time (s)
0.017474
# Mem(KB) tseries,means,norms,df,dg,profile,profileIndex,Total(MB)
158.08,157.70,157.70,157.70,157.70,669.70,669.70,2.08
# Profile Length
20185
# i,tseries,profile,index
142,-1.12480000000000002,2.30644180146009603,12749
143,0.29672999999999999,2.18489908397467403,12750
144,-0.76707000000000003,2.02544146111494028,12751
145,-0.84118000000000004,1.97398568104351901,12752
146,-0.98080000000000001,1.98241108729142135,12753
147,-1.38579999999999992,1.95210159308242925,12754
148,-0.61175000000000002,1.93647101831616375,12755
149,-0.90063000000000004,1.89730248178998084,12756
150,0.15859999999999999,1.87069263302201905,12757
151,1.44779999999999998,1.88037092020686147,12758
152,-3.15799999999999992,1.85212634446398328,12759
153,-11.36800000000000033,1.89580582779575191,12760
154,-13.70700000000000074,1.94687556168661224,12761
155,-13.76800000000000068,1.97833217058629063,12762
156,-16.10600000000000165,1.99706599838156085,12762
157,-14.82600000000000051,2.06509408144175755,93
158,-15.84500000000000064,2.06623072989140599,95
159,-17.10999999999999943,2.01088215908298773,95
160,-14.14300000000000068,1.93814316725438029,96
161,-16.35500000000000043,1.92118395074063564,97
162,-18.03800000000000026,1.88312060727794139,98
163,-16.62399999999999878,1.81531324778976200,99
164,-15.12299999999999933,1.77787366079683440,100
165,-18.14799999999999969,1.76477139019208074,101
166,-16.84199999999999875,1.70326288306278739,102
167,-16.61100000000000065,1.65007440046897869,103
168,-17.13599999999999923,1.62996937078501980,104
169,-17.24200000000000088,1.64395068188441962,105
170,-18.54400000000000048,1.67128041195167154,106
171,-20.42000000000000171,1.68458185077128331,107
172,-20.78800000000000026,1.68343872896437396,108
173,-18.99800000000000111,1.71777773296497682,109
174,-19.82999999999999829,1.75746146515146773,110
175,-20.97200000000000131,1.78757358839194347,111
176,-23.01399999999999935,1.82547654420168226,112
177,-24.45100000000000051,1.95788399225660159,113
178,-23.68799999999999883,2.05969718386924772,114
179,-20.98100000000000165,2.21122683912166540,115
180,-22.40599999999999881,2.23822547553223039,53
181,-22.72400000000000020,2.24089479260871727,54
182,-22.73199999999999932,2.27130284951143624,55
183,-20.67599999999999838,2.55896088463479865,56
184,-19.42200000000000060,2.91494453281080546,57
185,-14.51999999999999957,3.31827613276955580,58
186,-6.25969999999999960,3.22718679707797529,249
187,-6.42520000000000024,3.27205660528631359,250
188,-4.55830000000000002,3.30120167564898948,251
189,-1.45690000000000008,3.42310687871466213,252
190,-1.22239999999999993,3.46907867290344774,5144
191,0.20977999999999999,3.43739329854091391,5145
192,1.77879999999999994,3.44282463637723612,5146
193,3.13120000000000021,3.51814723468809820,5147
194,4.01360000000000028,3.66617535587605037,5148
195,5.39609999999999967,3.58736200627546120,6530
196,4.55820000000000025,3.39542424336071935,6531
197,4.57920000000000016,3.24570738058060826,6532
198,4.44760000000000044,3.10136741700602903,6533
199,3.37500000000000000,3.02557569023818163,6534
200,-1.85489999999999999,3.04124883292944626,6535
201,-4.76349999999999962,3.02021090882270649,6536
202,-6.38229999999999986,2.98923600027506575,6537
203,-7.47630000000000017,3.03446996764275712,6538
204,-7.03859999999999975,3.00408973661492285,6539
205,-5.51769999999999960,3.07396556077619332,6540
206,-5.79600000000000026,3.00382632351198353,6541
207,-5.21239999999999970,2.95154934371483657,6542
208,-2.87089999999999979,2.84512752031419325,6543
209,-3.43210000000000015,2.80959156506729890,6544
210,-1.68130000000000002,2.73880743007637895,6545
211,-0.29332999999999998,2.63691397260241267,6546
212,-0.02582900000000000,2.71140362667945833,6547
213,0.15772000000000000,2.63160819202362850,6548
214,-0.36370000000000002,2.64650572370562420,6549
215,-0.52198999999999995,2.86421302814419221,6550
216,-3.99630000000000019,2.84614437084052652,6551
217,-9.29049999999999976,2.95575429794618749,6552
218,-15.19699999999999918,3.01471235039770979,6553
219,-15.02500000000000036,3.05700507380280007,6554
220,-13.37800000000000011,3.30271795796879042,6555
221,-13.47000000000000064,3.46360695881632541,6556
222,-12.32900000000000063,3.57887030824373964,6557
223,-11.90000000000000036,3.69675094079554523,6558
224,-11.73000000000000043,3.75822996517665064,6559
225,-12.40399999999999991,3.80203808848643954,6560
226,-10.38400000000000034,3.90675861991852003,6561
227,-10.10500000000000043,4.13311029777668182,6562
228,-8.44100000000000072,4.37642573073294106,15126
229,-8.39460000000000051,4.50636319857305079,15127
230,-7.73360000000000003,4.54994663947789935,15128
231,-7.96300000000000008,4.43547828750600104,12163
232,-9.17910000000000004,3.96727652424188948,12164
233,-8.87390000000000079,3.70613012171876210,12165
234,-8.28190000000000026,3.59118071957386764,12165
235,-8.12139999999999951,3.44868048474249900,12166
236,-7.83520000000000039,3.08895499927011219,12260
237,-7.90779999999999994,2.72645072572832348,12261
238,-6.72630000000000017,2.45876309501723300,12262
239,-4.83230000000000004,2.30935585254414022,12263
240,-4.63900000000000023,2.25382930182416130,12263
241,-5.36770000000000014,2.54274408284506093,13817
242,-5.00229999999999997,2.47069946568028120,13818
243,-2.62130000000000019,2.40593501333060766,13819
244,-3.20509999999999984,2.51490765234536084,13820
245,-2.76259999999999994,2.67021715365011536,13820
246,-2.38090000000000002,2.77042856498570478,7594
247,-4.25070000000000014,2.51114695488513195,122
248,-9.16670000000000051,1.76309108422988192,122
249,-8.62909999999999933,1.62965404612882914,122
250,-10.22000000000000064,1.55457078619498845,123
251,-6.04089999999999971,1.51310135104502952,124
252,-4.91420000000000012,1.48004497223938780,125
253,-1.19920000000000004,1.43430827157511942,126
254,-1.37820000000000009,1.39041298071275099,127
255,-1.23100000000000009,2.03837107692790154,128
256,1.27709999999999990,2.45934707922964924,130
257,2.26100000000000012,2.85789722348677566,131
258,4.66629999999999967,3.09229220151764084,132
259,3.27130000000000010,3.20347231261906407,8363
260,5.62769999999999992,3.18200088989447183,8364
261,4.65409999999999968,3.13624251112313956,8365
262,6.13590000000000035,3.17345413213056116,8366
263,-0.34736000000000000,3.27636257318258695,1269
264,-6.27799999999999958,3.17953899183795885,1270
265,-5.60379999999999967,3.26819232524076764,1271
266,-6.58110000000000017,3.35718032211809003,16378
267,-6.06510000000000016,3.54707337419347857,16379
268,-6.78420000000000023,3.62372257353413962,16380
269,-5.06669999999999998,3.65519080753556214,16381
270,-5.24490000000000034,3.65134390847784562,16382
271,-2.02870000000000017,3.72494828638000808,16383
272,-3.68159999999999998,3.76959605634998995,16384
273,-0.39685999999999999,3.87459938577793439,16385
274,-2.26109999999999989,3.99537477065694313,16386
275,0.40011000000000002,4.15465986982830771,16387
276,-3.20759999999999978,4.20661745992510028,16388
277,-3.61050000000000004,4.28430889792307745,16389
278,-7.66030000000000033,4.23570426381800047,16390
279,-9.92549999999999955,4.04383978725326187,16596
280,-16.31599999999999895,3.81533787747261055,6432
281,-20.21999999999999886,3.57288465069581962,6433
282,-25.41100000000000136,3.46880532284257681,3074
283,-24.54899999999999949,3.45135429396156956,3075
284,-24.57199999999999918,3.41016672802596243,3076
285,-25.02400000000000091,3.30929894701998073,3077
286,-25.41900000000000048,3.39540730785295386,3078
287,-25.18700000000000117,3.50757071516907892,6439
288,-25.87099999999999866,3.57546047999592798,6440
289,-24.32600000000000051,3.65052326909986080,6441
290,-25.01999999999999957,3.78245505302063911,6442
291,-25.16900000000000048,3.72202894627204195,926
292,-24.53600000000000136,3.64504383766750006,927
293,-23.71900000000000119,3.64427504959529269,928
294,-23.95599999999999952,3.60287531452284160,11891
295,-25.23300000000000054,3.55435355211064730,11892
296,-25.60200000000000031,3.60207917666328736,11893
297,-25.58099999999999952,3.58042491822461484,11798
298,-25.91700000000000159,3.62998159065609993,11799
299,-26.18400000000000105,3.72138521816597923,11800
300,-25.36199999999999832,3.60947942989392256,9391
301,-27.87900000000000134,3.62544183156343047,9392
302,-30.69399999999999906,3.84655790474816106,9393
303,-30.63299999999999912,4.33576759692739611,1574
304,-16.26000000000000156,3.53662993908841194,625
305,-11.76699999999999946,3.24455087531473474,626
306,-12.83099999999999952,3.24251123739932767,627
307,-16.76200000000000045,3.16819554125750935,628
308,-21.73900000000000077,3.19170919170803691,629
309,-20.46999999999999886,3.25678177585923523,819
310,-16.95899999999999963,3.06651262766052701,820
311,-19.65299999999999869,3.38656446039600834,821
312,-14.71299999999999919,3.16733088227761517,11751
313,-13.18999999999999950,3.38930478251976286,11752
314,-12.16099999999999959,3.34012633553680516,15511
315,-12.57099999999999973,2.87317827992031560,15512
316,-16.15599999999999881,2.78950599250854481,15513
317,-16.02599999999999980,2.78400859569642467,15514
318,-14.82300000000000040,2.85638681769565217,15515
319,-13.36299999999999955,2.78313499909924777,15516
320,-13.42099999999999937,2.52058442489359091,15517
321,-18.82900000000000063,2.17504005090822927,15518
322,-17.41000000000000014,2.19297733404073059,15519
323,-19.92699999999999960,2.23731236995324290,15520
324,-19.32600000000000051,2.23899126310606933,15521
325,-18.16600000000000037,2.18744352933895669,15522
326,-17.92599999999999838,2.25024557318248952,15523
327,-15.54499999999999993,2.45847591338998850,15524
328,-14.28400000000000070,3.00718453616741010,15525
329,-14.72000000000000064,2.68853608778800579,6707
330,-14.16099999999999959,2.93267204289773709,6708
331,-14.87100000000000044,2.93494602172817443,11078
332,-16.00100000000000122,3.16579144261561751,6710
333,-16.20100000000000051,2.97513180317093706,9116
334,-14.02299999999999969,3.00132568917163844,9117
335,-12.59600000000000009,2.99773264492842850,9118
336,-10.49900000000000055,3.00485521737948558,9119
337,-11.19899999999999984,3.00252238215866418,9120
338,-12.42300000000000004,2.96045428772052999,9121
339,-10.55400000000000027,2.95029354807832123,9122
340,-9.78400000000000070,2.91659945301856771,9123
341,-9.22569999999999979,2.92071047164107300,9124
342,-11.46299999999999919,3.08448143688048626,9125
343,-10.58699999999999974,3.33397660391475092,9126
344,-11.80400000000000027,3.28989843116844671,9127
345,-9.87340000000000018,3.34185973670349190,9128
346,-8.94609999999999950,3.56815359810518418,9129
347,-10.25300000000000011,3.58187956087462123,9130
348,-9.04069999999999929,3.64325823147448258,9131
349,-9.34830000000000005,3.81671439158562587,6727
350,-9.52880000000000038,3.82763266281627335,6728
351,-8.44630000000000081,3.84297181857486292,6729
352,-8.97470000000000034,3.87937037040786015,6730
353,-9.59479999999999933,4.26109148393783244,6731
354,-8.17360000000000042,4.85528827830185072,6732
355,-6.94369999999999976,4.93416272440816872,16522
356,-8.55560000000000009,4.45455360608517115,16523
357,-12.47499999999999964,4.20023142275250549,7971
358,-35.33200000000000074,3.53341615627619321,11715
359,-43.88199999999999790,3.57358889704505289,11716
360,-43.91499999999999915,3.61407230740224517,11717
361,-41.77900000000000347,3.55209896624841459,11718
362,-33.43500000000000227,3.39433879144537531,11719
363,-22.03500000000000014,3.63972902262988640,8599
364,-20.04599999999999937,3.55430705952434600,8600
365,-19.29799999999999827,3.48527310537815227,870
366,-18.41799999999999926,3.43575534388939596,871
367,-18.77100000000000080,3.44559418657207095,872
368,-14.99699999999999989,3.46852198511400545,873
369,-12.63100000000000023,3.48600982970335993,8605
370,-10.41099999999999959,3.48011623435727335,8606
371,-12.13199999999999967,3.46006789332026754,875
372,-8.54180000000000028,3.46445281891283896,876
373,-9.73789999999999978,3.53295005121964056,877
374,-14.91900000000000048,3.56999702436107658,878
375,-15.99300000000000033,3.53632025177583387,8611
376,-12.71899999999999942,3.57329792003695923,880
377,-12.44500000000000028,3.58948697218030466,881
378,-16.33299999999999841,3.60507885996875643,8614
379,-23.15299999999999869,3.61097731495398211,883
380,-16.66100000000000136,3.50554333724130274,884
381,-3.82989999999999986,3.49461120837759420,885
382,-9.37149999999999928,3.24127333249613647,886
383,-11.21499999999999986,2.97659154325296749,887
384,-13.04199999999999982,3.00265131344616076,888
385,-12.77800000000000047,3.05240634777462772,889
386,-14.01600000000000001,3.11309618217823347,890
387,-14.42600000000000016,3.16531965419583194,891
388,-15.95599999999999952,3.22952117699225605,892
389,-18.96999999999999886,3.29205217923702564,893
390,-21.64000000000000057,3.33695861525740423,894
391,-24.18199999999999861,3.29572952928145790,895
392,-25.98699999999999832,3.22083307752928905,896
393,-28.10000000000000142,2.99653293235211216,897
394,-29.02899999999999991,2.90783720585403271,898
395,-30.27899999999999991,3.04345679256581381,899
396,-26.83599999999999852,2.97391952721263353,900
397,-19.96600000000000108,2.93943330362402389,901
398,-9.85340000000000060,2.97939810023399421,902
399,-10.80000000000000071,3.03301718367900275,903
400,-9.82859999999999978,3.08169529996363956,904
401,-14.30300000000000082,3.14753254108460956,905
402,-32.59400000000000119,3.14374713416214746,906
403,-38.09799999999999898,3.10089958873126381,907
404,-46.97599999999999909,3.11357426481510302,908
405,-53.78600000000000136,3.21719863699125863,909
406,-49.25099999999999767,3.42495029479352331,910
407,-39.24600000000000222,3.15095264472628545,814
408,-39.34599999999999653,3.10830946825793220,815
409,-37.21200000000000330,3.35917817132405716,816
410,-34.54699999999999704,3.45696997838698827,817
411,-29.33200000000000074,3.56671202616690453,818
412,-27.33399999999999963,3.32803746733743289,8268
413,-25.31400000000000006,3.17252474254444428,8269
414,-24.33599999999999852,3.03176510532891852,8270
415,-18.44500000000000028,2.90803330477504485,8271
416,-16.68900000000000006,3.04895588204320012,14489
417,-16.93799999999999883,3.02583484019995819,14490
418,-16.94200000000000017,2.96944788576761809,6502
419,-19.09900000000000020,2.87629247481185502,6503
420,-19.43100000000000094,2.79891503872550285,6504
421,-23.53999999999999915,2.71290837922379025,6505
422,-23.76899999999999835,2.67456725173268817,6506
423,-27.45799999999999841,2.72161098631788212,6507
424,-32.41400000000000148,2.73081247311438258,6508
425,-31.79700000000000060,2.73361037066244261,6509
426,-32.78099999999999881,2.74666566022365766,12396
427,-33.77199999999999847,2.80659181860741436,6511
428,-34.80299999999999727,2.91843178776410461,6512
429,-35.09799999999999898,2.92054660292520563,8663
430,-35.25500000000000256,3.02150555742606741,8664
431,-38.93399999999999750,3.19555873744183438,8665
432,-39.39800000000000324,3.14444289856060522,8666
433,-40.42199999999999704,3.47915685787709217,8667
434,-33.76899999999999835,4.75914543191569273,10686
435,-25.55799999999999983,4.72985931375442004,10686
436,-23.43299999999999983,4.63617457583512671,14325
437,-24.55699999999999861,4.59626427876025545,14326
438,-20.14900000000000091,4.63899953083280625,14327
439,-20.23900000000000077,4.53666948081410748,691
440,-20.47100000000000009,4.37223753369033208,692
441,-29.69500000000000028,4.18064212437429017,693
442,-16.78800000000000026,4.20533060282981097,7878
443,-12.40799999999999947,3.94012982572343340,695
444,-14.92999999999999972,3.84003278901919076,696
445,-15.41499999999999915,3.72212306528596448,697
446,-17.02700000000000102,3.55598737657475095,698
447,-18.14900000000000091,3.39939648033321573,699
448,-16.81899999999999906,3.74563349911883403,700
449,-16.60300000000000153,3.87444000744108674,14338
450,-17.75499999999999901,3.77872116822658555,14339
451,-16.02700000000000102,3.79741851698246480,14340
452,-17.54200000000000159,3.77407420805427840,706
453,-14.83300000000000018,3.34618189786996156,707
454,-17.39900000000000091,3.46927998159086259,708
455,-13.47600000000000087,3.47109095366069909,709
456,-18.24099999999999966,3.43643925147801799,710
457,-17.00100000000000122,3.45224134091324242,711
458,-20.00499999999999901,3.44877635766951984,712
459,-18.33200000000000074,3.48705649797352013,713
460,-18.06700000000000017,3.48126482981785079,714
461,-15.12500000000000000,3.47230670137044140,715
462,-13.86200000000000010,3.48641588892360188,716
463,-12.19400000000000084,3.46968370868848242,717
464,-11.41200000000000081,3.42440711100273409,718
465,-14.24600000000000044,3.38495297212125434,719
466,-13.66799999999999926,3.39345077143675367,720
467,-11.68599999999999994,3.33730572867623776,721
468,-12.56600000000000072,3.29924115124333373,722
469,-19.01599999999999824,2.93295078346688864,723
470,-22.90899999999999892,2.93316258279322861,724
471,-22.85999999999999943,2.93688484436599406,725
472,-18.79599999999999937,2.98821788666737564,726
473,-23.35099999999999909,2.96270482161171556,727
474,-22.44699999999999918,2.95448819307688604,728
475,-22.85699999999999932,2.90254883199939417,729
476,-25.31800000000000139,2.88153270537496242,730
477,-26.31899999999999906,2.89844610160634231,731
478,-24.63400000000000034,2.87944518799779825,732
479,-23.80099999999999838,2.82386944762552172,733
480,-20.84799999999999898,2.73605900088066090,734
481,-17.72400000000000020,2.68243380445518387,735
482,-15.71199999999999974,2.70543193586957686,736
483,-12.65799999999999947,2.67594756153162283,737
484,-12.37400000000000055,2.70288454149310819,738
485,-11.72000000000000064,2.78910911262165584,739
486,-11.32699999999999996,2.88195701697402740,740
487,-11.07499999999999929,2.93047957815301485,741
488,-13.39499999999999957,2.98308611291781611,742
489,-12.59699999999999953,2.98746613557497165,743
490,-13.38299999999999912,2.98653363434306174,744
491,-11.01699999999999946,3.01381299440068595,745
492,-15.75399999999999956,3.05657803957366925,746
493,-12.92800000000000082,2.97695812368866131,747
494,-10.86999999999999922,2.93890776563386691,748
495,-9.27239999999999931,2.95383298496112756,749
496,-8.27229999999999954,2.96789161718121619,750
497,-15.01800000000000068,3.02892455475793287,751
498,-20.79400000000000048,2.85252755987900075,752
499,-22.15599999999999881,2.65768533246967920,753
500,-31.05499999999999972,2.53453966129589814,754
501,-46.21000000000000085,2.56526850032867060,755
502,-42.61899999999999977,2.79248381468266027,755
503,-32.64399999999999835,3.10740936169018367,756
504,-18.82700000000000173,2.80785225396918303,757
505,-18.36400000000000077,2.71810055838735698,758
506,-17.21000000000000085,2.71125349449577158,759
507,-16.82000000000000028,2.72706911817167041,760
508,-17.51399999999999935,3.00971122678047065,761
509,-21.20899999999999963,3.25556134028927291,762
510,-21.53800000000000026,3.38270105271021171,763
511,-19.61899999999999977,3.42614562956030344,3880
512,-22.42800000000000082,3.39744551956218155,766
513,-23.06099999999999994,3.40675365277797315,14470
514,-25.00900000000000034,3.42848702392935589,768
515,-24.43400000000000105,3.51913639403598699,768
516,-23.06800000000000139,3.65966441487078198,4055
517,-25.15500000000000114,3.66893824852565231,4056
518,-22.10399999999999920,3.93738326046758358,4057
519,-18.29899999999999949,3.78865523930173875,4901
520,-18.05799999999999983,4.12427669468097235,4058
521,-16.58299999999999841,4.13150690196938353,4059
522,-17.73499999999999943,4.10909778940346282,4319
523,-17.90700000000000003,4.03353423432010150,4320
524,-16.27499999999999858,3.97977199015377137,4321
525,-15.93999999999999950,3.87299689398338920,4322
526,-10.88700000000000045,3.72375112765743221,4323
527,-9.44919999999999938,3.73236042478757302,4324
528,-8.63640000000000008,3.70376564551572462,4325
529,-7.92030000000000012,3.67901295218160174,4326
530,-9.39480000000000004,3.61745691795129343,4327
531,-7.96239999999999970,3.62353987448527892,4328
532,-11.76699999999999946,3.33092413932531084,14712
533,-9.27779999999999916,3.33138981422598901,14713
534,-6.94130000000000003,3.31818946657747560,14714
535,-10.62100000000000044,3.34328843370533813,4332
536,-13.25500000000000078,3.13241923460455629,4333
537,-16.91700000000000159,3.05959831817592764,4334
538,-22.09600000000000009,2.84801185398190659,3065
539,-23.22899999999999920,2.79268821247474319,3066
540,-26.84799999999999898,2.77273777489956297,3067
541,-27.46199999999999974,2.79712841533936141,3068
542,-26.48799999999999955,2.76327949210311363,3069
543,-26.93100000000000094,2.74483785157946425,3070
544,-28.13800000000000168,2.75955279999483594,3071
545,-27.46799999999999997,2.65757341281567117,7380
546,-24.90899999999999892,2.70826352951238292,3073
547,-25.24200000000000088,2.92030594996786741,7382
548,-26.69500000000000028,3.46644876010224356,19574
549,-27.63200000000000145,3.41241766029546145,19575
550,-25.91900000000000048,3.37010683422142154,19576
551,-24.20100000000000051,3.46569337741020700,19577
552,-22.58299999999999841,3.56224148561455412,19578
553,-20.78000000000000114,3.73434711695138910,19579
554,-18.60600000000000165,3.71321922143244221,19580
555,-16.52100000000000080,3.67252400018040426,19581
556,-15.57900000000000063,3.66521245391340722,19582
557,-16.60999999999999943,3.61332894322089615,19583
558,-17.80900000000000105,3.59433831988487151,19584
559,-17.71799999999999997,3.49950463568314030,19585
560,-17.60600000000000165,3.42293172888089847,19586
561,-19.51000000000000156,3.59130733306256555,19587
562,-19.68199999999999861,3.70380808208621826,19588
563,-20.56599999999999895,3.81645990783187639,19589
564,-25.74800000000000111,3.86995878660705062,19590
565,-19.68799999999999883,4.08740083725120407,19591
566,-23.23400000000000176,4.11124979551586023,19592
567,-30.07400000000000162,4.23666460598464312,19593
568,-24.49599999999999866,4.05986189618251991,3764
569,-7.83830000000000027,3.66519888864920684,4892
570,-13.43500000000000050,3.56239371924249415,4893
571,-13.35500000000000043,3.68547499047070914,4894
572,-13.24600000000000044,3.70680298477818848,18054
573,-11.50099999999999945,3.60500310536281576,18055
574,-12.24200000000000088,3.57071356659712258,18056
575,-12.72100000000000009,3.58131806587725565,18057
576,-11.50999999999999979,3.41879878959155681,7609
577,-8.01040000000000063,3.32820925022255665,7610
578,-7.09489999999999998,3.35986674724874623,7611
579,-8.16900000000000048,3.70645021355485493,3775
580,-10.26999999999999957,4.24548978591924175,2002
581,-8.08469999999999978,3.81689858756050748,2003
582,-8.22649999999999970,3.97057105280460076,10905
583,-9.05090000000000039,3.84878557571318103,10906
584,-8.61040000000000028,3.88878564958698725,10907
